타자, 91, 188
마가, 48, 168
하사, 66, 159
라사, 75, 196
가하, 89, 177
다바, 56, 158
가마, 45, 152
마나, 67, 143
차아, 84, 178
차하, 86, 194
다하, 94, 164
자하, 80, 145
카타, 88, 148
가아, 53, 147
라마, 67, 160
라파, 96, 196
가타, 73, 190
타자, 42, 150
차타, 46, 189
다사, 69, 150
타마, 90, 153
마카, 81, 166
카마, 95, 178
자사, 99, 153
라마, 73, 198
타바, 92, 171
아카, 90, 152
자라, 87, 151
다아, 58, 181
마가, 85, 181
다아, 59, 162
하타, 63, 197
사차, 70, 167
바가, 52, 174
차하, 57, 165
차하, 44, 145
차다, 61, 144
다차, 95, 179
타라, 75, 192
자타, 55, 190
다자, 80, 143
다파, 75, 181
파하, 59, 164
아라, 84, 187
차카, 79, 190
바자, 64, 198
가마, 54, 162
하하, 58, 163
나카, 85, 146
바하, 59, 189
다카, 85, 198
타라, 88, 157
카라, 74, 163
나차, 55, 197
나차, 96, 160
다나, 90, 184
바타, 47, 164
바바, 40, 177
하자, 56, 174
타타, 76, 188
라카, 75, 197
마사, 68, 167
파파, 65, 182
하카, 48, 157
파자, 46, 155
아바, 63, 181
라파, 94, 162
가자, 84, 147
파파, 96, 149
사마, 64, 167
가타, 67, 190
다아, 68, 163
사자, 81, 189
자바, 73, 149
타나, 63, 146
하라, 63, 175
라아, 91, 160
하하, 52, 199
사차, 72, 192
하사, 49, 177
아마, 91, 176
가나, 84, 146
하차, 64, 169
아타, 86, 197
다아, 55, 171
파파, 65, 153
다가, 59, 153
타바, 42, 194
라자, 41, 179
자마, 40, 188
라라, 59, 173
라바, 44, 163
나아, 97, 155
다파, 59, 153
바하, 93, 197
카하, 87, 185
하타, 51, 155
하하, 79, 167
하파, 89, 180
파다, 67, 142
차카, 60, 191
자다, 62, 144
타가, 49, 194
카아, 53, 170
다라, 85, 156
자아, 46, 196
바바, 64, 143
차아, 44, 193
라바, 69, 156
마자, 70, 163
바아, 55, 171
아차, 76, 190
자나, 54, 157
아가, 89, 181
라라, 72, 160
가나, 83, 162
마하, 93, 176
아파, 54, 178
타하, 97, 194
가자, 93, 163
가하, 77, 161
하차, 88, 152
파다, 82, 146
나파, 72, 154
타라, 61, 166
마가, 83, 178
하가, 53, 193
나라, 52, 142
카나, 51, 180
하아, 66, 198
타라, 40, 159
가라, 97, 185
자나, 56, 180
사나, 71, 158
가사, 85, 156
사가, 54, 141
다자, 94, 194
마차, 78, 190
마차, 76, 164
사마, 99, 148
마바, 59, 195
다나, 66, 186
타라, 94, 193
타파, 95, 172
차사, 87, 192
차마, 79, 173
가마, 49, 146
카파, 87, 160
사파, 94, 198
사자, 56, 147
바가, 95, 180
타나, 53, 186
자다, 85, 177
카자, 50, 140
하차, 77, 190
라하, 74, 171
나라, 88, 185
사타, 91, 155
하바, 47, 198
나다, 63, 174
나자, 62, 146
마마, 77, 154
마차, 85, 163
아파, 79, 199
파타, 73, 147
다자, 87, 164
바가, 89, 179
바카, 91, 183
아마, 88, 188
자차, 73, 177
카아, 99, 153
나카, 75, 174
다자, 92, 154
가라, 76, 176
차사, 47, 158
가아, 81, 176
바가, 65, 158
나자, 58, 141
파자, 63, 159
타하, 66, 165
사마, 75, 168
나아, 88, 155
다차, 82, 179
가카, 49, 167
파아, 51, 182
라바, 92, 160
자바, 74, 176
마아, 83, 169
차사, 79, 156
다카, 58, 147
마다, 92, 165
라가, 47, 170
파나, 95, 151
타사, 57, 153
나마, 98, 198
마파, 75, 187
차라, 60, 141
자마, 46, 172
사아, 48, 148
아차, 91, 172
가마, 66, 147
사다, 47, 143
카자, 83, 149
아나, 43, 195
아바, 98, 164
타마, 77, 186
마라, 80, 153
마하, 78, 149
자다, 45, 167
다차, 70, 189
바차, 58, 199
나다, 66, 174
차나, 68, 177
바하, 73, 177
자가, 81, 188
카나, 75, 191
다타, 80, 156
차바, 77, 152
나나, 94, 164
아차, 71, 177
자마, 54, 142
타카, 96, 197
마바, 78, 163
마바, 65, 183
다파, 79, 178
자다, 96, 168
카하, 71, 157
마하, 82, 185
사차, 80, 193
가사, 71, 192
바라, 77, 171
타자, 40, 173
마라, 75, 143
바마, 67, 192
자나, 80, 158
자하, 77, 199
다파, 69, 151
마바, 90, 153
마파, 66, 163
자하, 82, 163
나타, 86, 184
아사, 81, 160
타라, 83, 145
아아, 78, 160
마가, 43, 163
아마, 74, 166
차사, 74, 179
라카, 99, 173
라카, 84, 186
하바, 59, 184
다파, 60, 140
카파, 76, 161
라마, 84, 171
다마, 84, 149
아타, 83, 178
사하, 49, 148
하카, 43, 195
차나, 60, 179
파사, 71, 186
나가, 79, 175
나아, 90, 171
마아, 65, 184
나카, 96, 157
바가, 74, 184
자파, 46, 157
마라, 44, 174
가아, 99, 161
마파, 90, 197
자카, 92, 163
사타, 48, 149
바나, 81, 183
바차, 96, 169
마가, 85, 182
사바, 44, 165
다자, 44, 180
차다, 60, 186
가아, 42, 195
타카, 98, 174
라타, 57, 162
사하, 54, 172
바자, 53, 194
바다, 65, 169
나마, 54, 165
나다, 42, 199
자다, 40, 142
바마, 47, 166
나파, 94, 183
바아, 44, 173
자카, 57, 173
바사, 62, 172
아파, 78, 176
타가, 61, 150
나자, 62, 158
파차, 90, 154
다카, 67, 150
가타, 84, 160
바라, 60, 194
아사, 85, 147
자사, 98, 145
차아, 54, 144
다나, 51, 146
나타, 67, 182
아가, 72, 157
자자, 43, 165
카차, 72, 182
자파, 76, 168
가타, 71, 144
아자, 46, 144
타자, 87, 184
바타, 42, 161
바아, 50, 163
라파, 85, 148
자나, 62, 181
하다, 52, 177
파차, 81, 186
마라, 48, 153
마라, 49, 158
자차, 84, 171
사다, 71, 198
차라, 75, 198
타아, 69, 173
타마, 72, 152
마사, 40, 199
라아, 80, 165
아바, 59, 147
차하, 65, 179
차가, 94, 152
차사, 74, 142
하차, 52, 167
마카, 78, 161
자라, 59, 185
나라, 58, 183
마다, 95, 164
바라, 49, 141
카자, 76, 155
파자, 59, 145
타다, 58, 145
하나, 87, 179
마아, 73, 173
라사, 92, 153
자차, 86, 191
하타, 79, 159
가아, 59, 158
바라, 52, 166
하마, 62, 195
가나, 85, 160
차라, 75, 199
가아, 80, 153
차하, 49, 168
하사, 96, 167
바자, 92, 184
라아, 89, 145
차파, 75, 199
아하, 52, 194
아마, 84, 171
나아, 50, 176
차바, 98, 199
차사, 93, 142
사파, 88, 148
마사, 94, 143
자하, 89, 174
자다, 98, 176
하가, 44, 172
하나, 84, 178
카나, 60, 142
카바, 99, 142
라가, 97, 199
다파, 56, 159
가카, 62, 140
다사, 62, 186
파카, 98, 161
파사, 56, 178
바사, 44, 176
하나, 73, 197
가다, 63, 171
라카, 61, 161
다라, 71, 160
나파, 59, 162
라타, 83, 153
자파, 66, 162
아파, 55, 188
가차, 52, 163
타차, 68, 148
마마, 40, 150
타파, 77, 184
나마, 51, 170
다하, 68, 199
차타, 78, 145
나카, 94, 176
차다, 64, 168
아차, 49, 148
타카, 72, 146
다바, 76, 156
아가, 61, 193
아가, 56, 162
마카, 92, 156
나가, 51, 174
자가, 93, 197
아나, 52, 151
하마, 48, 171
가카, 84, 176
다바, 70, 168
아나, 88, 199
차카, 75, 181
카사, 83, 182
차라, 72, 175
나가, 64, 189
나파, 48, 191
가다, 51, 140
하아, 92, 184
자차, 83, 164
카파, 97, 190
자차, 76, 191
라나, 97, 145
바하, 94, 144
파차, 97, 142
자카, 80, 167
나카, 55, 193
타사, 57, 163
마자, 48, 141
카파, 86, 153
타파, 59, 148
사사, 65, 178
하하, 73, 185
가차, 87, 188
가가, 52, 172
사가, 68, 183
다카, 40, 145
아다, 58, 183
바다, 87, 160
마타, 62, 152
파나, 70, 152
차가, 72, 149
파카, 41, 180
라바, 62, 171
파나, 64, 164
나라, 77, 168
가가, 66, 174
타타, 47, 177
마가, 82, 197
바아, 56, 168
자가, 61, 158
다카, 84, 163
하파, 49, 145
차마, 92, 143
차라, 53, 155
가파, 78, 173
